episode,score,steps,total_steps,exploration,mean_loss,elapsed_seconds,terminated,truncated
88,1060.0,1019,55609,0.2,0.07633323495951938,209.4574177909999,True,False
89,1150.0,1299,56908,0.2,0.08203948567119929,213.1982489999973,True,False
90,650.0,707,57615,0.2,0.07636880361877213,215.2215679159999,True,False
91,380.0,492,58107,0.2,0.0709620630822894,217.0968934579978,True,False
92,430.0,545,58652,0.2,0.08256571452017791,219.36054904099728,True,False
93,1190.0,820,59472,0.2,0.07120675129316202,221.6619494159968,True,False
94,880.0,661,60133,0.2,0.08092893275121847,223.64503675000014,True,False
95,560.0,582,60715,0.2,0.07040479023266455,225.40340995799852,True,False
96,650.0,673,61388,0.2,0.08166527937127817,227.36599387499882,True,False
97,300.0,465,61853,0.2,0.08994429118545919,229.13800620799884,True,False
98,520.0,570,62423,0.2,0.08504481397201898,231.08171504100028,True,False
99,1500.0,863,63286,0.2,0.07998205631695411,233.5310876659969,True,False
100,1070.0,657,63943,0.2,0.08591569174739827,235.38024058299925,True,False
101,340.0,405,64348,0.2,0.0730463729294784,238.95994879099817,True,False
102,620.0,553,64901,0.2,0.07945355112272975,242.259042665999,True,False
103,1000.0,726,65627,0.2,0.08595848062399837,246.63083620799807,True,False
104,660.0,718,66345,0.2,0.09098690886878305,249.97361754099984,True,False
105,390.0,530,66875,0.2,0.08250706713420874,251.5985520409995,True,False
106,520.0,451,67326,0.2,0.10233883638825036,252.90811762500016,True,False
107,740.0,665,67991,0.2,0.09620017863540764,255.14480491599898,True,False
108,2070.0,1054,69045,0.2,0.08958431848353057,258.12143699999797,True,False
109,750.0,641,69686,0.2,0.09564801456290298,259.99018112499834,True,False
110,540.0,484,70170,0.2,0.09369752789301074,261.92711929099823,True,False
111,1020.0,589,70759,0.2,0.09466474007840464,265.69276429099773,True,False
112,440.0,392,71151,0.2,0.10332236317347507,268.39144537500033,True,False
113,890.0,711,71862,0.2,0.10215908594513207,273.3973582910003,True,False
114,530.0,735,72597,0.2,0.10893769551109037,276.4943109579981,True,False
115,350.0,512,73109,0.2,0.11067579488735646,278.53528779099724,True,False
116,370.0,435,73544,0.2,0.09652673172841378,279.7798214159993,True,False
117,490.0,441,73985,0.2,0.09459911211478439,281.133292915998,True,False
118,490.0,625,74610,0.2,0.1029905154166791,282.88803924999957,True,False
119,1230.0,1177,75787,0.2,0.10237182389159187,286.1105115829996,True,False
120,480.0,556,76343,0.2,0.07732018103434456,288.4671690409996,True,False
121,450.0,452,76795,0.2,0.09770270370243661,289.7748320409992,True,False
122,320.0,367,77162,0.2,0.10021082726914597,290.8099666249982,True,False
123,1120.0,936,78098,0.2,0.08979872397632681,293.41151058299874,True,False
124,530.0,744,78842,0.2,0.09797969234165965,295.6192827909981,True,False
125,630.0,531,79373,0.2,0.08946604229845947,297.72047641599784,True,False
126,730.0,641,80014,0.2,0.08008381513645872,302.5458752909981,True,False
127,390.0,403,80417,0.2,0.09316207877922766,304.34801366600004,True,False
128,410.0,501,80918,0.2,0.08180753970891237,306.3564446249984,True,False
129,400.0,410,81328,0.2,0.11525682842774877,307.7438668750001,True,False
130,1030.0,835,82163,0.2,0.10476906084939121,310.8350426249999,True,False
131,500.0,598,82761,0.2,0.09671516318495076,312.65793941599986,True,False
132,520.0,500,83261,0.2,0.10455560710281134,314.06828250000035,True,False
133,1560.0,810,84071,0.2,0.10632166975537444,316.3116378329978,True,False
134,1110.0,1201,85272,0.2,0.09872973518155242,319.74351362499874,True,False
135,310.0,385,85657,0.2,0.0891555580504549,320.8235058329992,True,False
136,570.0,660,86317,0.2,0.08774531239813024,322.69051020799816,True,False
137,1360.0,970,87287,0.2,0.09199380871170193,325.47891058299865,True,False
138,1200.0,660,87947,0.2,0.09027304443897623,327.32013220799854,True,False
139,420.0,514,88461,0.2,0.09440598400786172,328.81965574999776,True,False
140,330.0,478,88939,0.2,0.08536037117117594,330.1618768749977,True,False
141,490.0,435,89374,0.2,0.10682703219695923,331.3931510000002,True,False
142,960.0,676,90050,0.2,0.10720680737812843,333.2958214579994,True,False
143,520.0,542,90592,0.2,0.1041731471195817,336.17558449999706,True,False
144,960.0,571,91163,0.2,0.12698094089659798,339.4280728329977,True,False
145,780.0,572,91735,0.2,0.10736101126571844,341.1982692499987,True,False
146,960.0,913,92648,0.2,0.11029811781794484,343.75281666599767,True,False
147,1230.0,563,93211,0.2,0.10222696221566625,345.9176234159968,True,False
148,700.0,697,93908,0.2,0.11659675387931721,347.8931820830003,True,False
149,500.0,485,94393,0.2,0.11613562878621511,349.32152637499894,True,False
150,890.0,727,95120,0.2,0.10460835179457298,351.3593386249995,True,False
151,590.0,542,95662,0.2,0.11000216274901672,355.833102665998,True,False
152,760.0,731,96393,0.2,0.10289019774238431,359.05885062499874,True,False
153,1620.0,731,97124,0.2,0.10106837488914448,361.4450122909984,True,False
154,600.0,754,97878,0.2,0.10580320669179584,363.85317895799744,True,False
155,780.0,690,98568,0.2,0.11475134527881366,365.8846083749995,True,False
156,360.0,356,98924,0.2,0.09039419349492266,366.9048049999983,True,False
157,500.0,649,99573,0.2,0.0972318207776105,368.78193158299837,True,False
158,830.0,822,100395,0.2,0.10607517845020062,371.3287563329977,True,False
159,360.0,511,100906,0.2,0.12632841082813684,372.86090608299855,True,False
160,820.0,679,101585,0.2,0.09122536187334096,374.75763874999757,True,False
161,1570.0,957,102542,0.2,0.0973424526032793,377.50959662499736,True,False
162,650.0,547,103089,0.2,0.10177311023874004,379.0564296249977,True,False
163,480.0,463,103552,0.2,0.10569292542942126,380.4576024159978,True,False
164,1580.0,1003,104555,0.2,0.10097857660055161,385.91316124999867,True,False
165,340.0,442,104997,0.2,0.09936768982794371,387.16611216599995,True,False
166,490.0,492,105489,0.2,0.11042628591743911,388.7481394999995,True,False
167,2330.0,1012,106501,0.2,0.11478882670225833,391.5618018749992,True,False
168,1500.0,1043,107544,0.2,0.09691018061676701,394.4478985829992,True,False
169,720.0,567,108111,0.2,0.10056957029176096,396.09533191599985,True,False
170,890.0,781,108892,0.2,0.09523977472313813,398.3555207499994,True,False
171,440.0,417,109309,0.2,0.09987836880967595,399.5423064579991,True,False
172,520.0,459,109768,0.2,0.08748158925901288,401.04278591599723,True,False
173,3640.0,789,110557,0.2,0.11489645069285395,403.41573233300005,True,False
174,370.0,411,110968,0.2,0.11016370800947681,404.6753740409986,True,False
175,460.0,667,111635,0.2,0.12684182202196623,406.581425999997,True,False
176,360.0,424,112059,0.2,0.13166995234963186,410.1326756249982,True,False
177,490.0,535,112594,0.2,0.11896428805011422,413.536290707998,True,False
178,820.0,586,113180,0.2,0.1175490609009047,415.241046207997,True,False
179,410.0,463,113643,0.2,0.10734466937087152,416.9137097499988,True,False
180,1150.0,772,114415,0.2,0.12217101186436692,419.47656954099875,True,False
181,1700.0,786,115201,0.2,0.11128220887769599,421.65838995800004,True,False
182,730.0,628,115829,0.2,0.11645181142505567,423.41454233299737,True,False
183,570.0,505,116334,0.2,0.10912933963395301,424.9148141659971,True,False
184,1020.0,594,116928,0.2,0.10911347845806771,426.57896516599794,True,False
185,420.0,662,117590,0.2,0.1138096281919967,428.4304056250003,True,False
186,350.0,450,118040,0.2,0.10973270156676262,429.7048589160004,True,False
187,1280.0,867,118907,0.2,0.10756083033737485,432.2097071249991,True,False
188,380.0,394,119301,0.2,0.10272495113689491,433.33010983299755,True,False
189,1410.0,817,120118,0.2,0.11012967522073464,435.59902687499925,True,False
190,810.0,745,120863,0.2,0.11674541906924338,439.07651133299805,True,False
191,1410.0,612,121475,0.2,0.120662267715518,440.8180690829977,True,False
192,1050.0,849,122324,0.2,0.1006734471575755,443.17430166600025,True,False
193,500.0,526,122850,0.2,0.10918508541151767,444.79964924999877,True,False
194,490.0,574,123424,0.2,0.09393383096903563,446.40980099999797,True,False
195,810.0,665,124089,0.2,0.109226613081094,448.2691516249979,True,False
196,360.0,409,124498,0.2,0.10932164248444286,449.4995330829988,True,False
197,430.0,388,124886,0.2,0.11924251900582584,450.6051314159995,True,False
198,2060.0,650,125536,0.2,0.11867945420732894,452.4285782499974,True,False
199,560.0,779,126315,0.2,0.128544025401556,454.5887497499971,True,False
200,2140.0,1112,127427,0.2,0.1201955558691951,457.8114021250003,True,False
